id_cliente,fecha_registro,edad,genero,region,estado_civil,ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,antiguedad_meses,frecuencia_compra,ultima_compra_dias,uso_app,tipo_plan,num_productos,tiene_tarjeta_credito,canal_registro,dia_semana_registro,hora_registro,codigo_postal,abandono
8361,2022-11-17,50,Masculino,Centro,Divorciado,642128.06598364,206446.5285608056,2233028.846467941,551.5230590848612,83,19,62,Alto,Premium,3,1,Web,Martes,13,8449,0
8395,2019-01-12,59,Femenino,Centro,Soltero,900372.0567503334,466061.5617983048,1976746.03788642,568.8569304257112,80,16,321,Medio,Basico,5,1,Tienda,Jueves,9,6364,1
8395,2019-01-12,59,Femenino,Centro,Soltero,900372.0567503334,466061.5617983048,1976746.03788642,568.8569304257112,80,16,321,Medio,Basico,5,1,Tienda,Jueves,9,6364,1
8446,2023-03-23,42,Masculino,Norte,Soltero,850992.3302517809,,2227860.5268168803,,46,7,35,Medio,Estandar,5,1,Web,Martes,2,1316,0
8446,2023-03-23,42,Masculino,Norte,Soltero,850992.3302517809,,2227860.5268168803,,46,7,35,Medio,Estandar,5,1,Web,Martes,2,1316,0
8465,2020-07-14,74,Otro,Sur,Casado,759465.0081400472,541008.9706699754,2842900.1074864697,608.7312685575648,63,5,360,Alto,Basico,4,1,Tienda,Martes,13,9066,0
8465,2020-07-14,74,Otro,Sur,Casado,759465.0081400472,541008.9706699754,2842900.1074864697,608.7312685575648,63,5,360,Alto,Basico,4,1,Tienda,Martes,13,9066,0
8668,2022-04-02,66,Otro,Norte,Casado,1281770.3056956136,676864.221167584,2395983.2327649426,513.8215900115947,8,17,273,Alto,Estandar,5,1,App,Viernes,8,3825,0
8668,2022-04-02,66,Otro,Norte,Casado,1281770.3056956136,676864.221167584,2395983.2327649426,513.8215900115947,8,17,273,Alto,Estandar,5,1,App,Viernes,8,3825,0
8694,2020-04-21,71,Femenino,Norte,Soltero,854703.6212074964,342267.8007101812,2820252.324178152,623.247880074129,118,15,70,Bajo,Basico,5,1,Tienda,Domingo,15,5273,0
8694,2020-04-21,71,Femenino,Norte,Soltero,854703.6212074964,342267.8007101812,2820252.324178152,623.247880074129,118,15,70,Bajo,Basico,5,1,Tienda,Domingo,15,5273,0
8752,2023-04-03,34,Otro,Sur,Soltero,236977.89268204532,270532.5697262525,2467884.340778983,851.1464677114232,95,10,295,Medio,Basico,3,1,Tienda,Lunes,14,1518,0
8752,2023-04-03,34,Otro,Sur,Soltero,236977.89268204532,270532.5697262525,2467884.340778983,851.1464677114232,95,10,295,Medio,Basico,3,1,Tienda,Lunes,14,1518,0
8769,2019-04-21,56,Masculino,Centro,Divorciado,814222.6138437195,579187.1326916987,1105142.6372305972,679.3932718381826,83,19,97,Alto,Premium,5,0,Web,Jueves,6,6901,0
8769,2019-04-21,56,Masculino,Centro,Divorciado,814222.6138437195,579187.1326916987,1105142.6372305972,679.3932718381826,83,19,97,Alto,Premium,5,0,Web,Jueves,6,6901,0
8820,2020-11-27,51,Otro,Norte,Divorciado,655539.830156641,286398.55220354506,1004506.5932447192,645.9605416164997,46,15,155,Medio,Basico,2,1,App,Martes,9,6689,0
8820,2020-11-27,51,Otro,Norte,Divorciado,655539.830156641,286398.55220354506,1004506.5932447192,645.9605416164997,46,15,155,Medio,Basico,2,1,App,Martes,9,6689,0
8826,2021-09-13,62,Otro,Sur,Soltero,827023.2943406067,304830.07382221264,2867487.1819727346,655.8360680635676,5,12,303,Alto,Premium,4,0,Tienda,Lunes,22,1057,0
8826,2021-09-13,62,Otro,Sur,Soltero,827023.2943406067,304830.07382221264,2867487.1819727346,655.8360680635676,5,12,303,Alto,Premium,4,0,Tienda,Lunes,22,1057,0
8852,2018-03-30,32,Otro,Sur,Soltero,988354.1809964248,,2704789.0090815923,587.1150780773387,8,9,208,Medio,Estandar,3,1,Tienda,Jueves,10,6679,0
8852,2018-03-30,32,Otro,Sur,Soltero,988354.1809964248,,2704789.0090815923,587.1150780773387,8,9,208,Medio,Estandar,3,1,Tienda,Jueves,10,6679,0
8865,2022-10-26,61,Femenino,Centro,Soltero,422378.7931998889,325343.7680062545,2069964.30215944,620.3908073861943,83,5,329,Bajo,Estandar,3,0,Web,Miercoles,3,4096,0
8865,2022-10-26,61,Femenino,Centro,Soltero,422378.7931998889,325343.7680062545,2069964.30215944,620.3908073861943,83,5,329,Bajo,Estandar,3,0,Web,Miercoles,3,4096,0
8988,2020-12-22,39,Femenino,Sur,Divorciado,775344.5544968998,440844.8354002376,2602511.738519275,740.1703327149982,98,1,99,Medio,Basico,1,0,Web,Lunes,21,4851,1
8988,2020-12-22,39,Femenino,Sur,Divorciado,775344.5544968998,440844.8354002376,2602511.738519275,740.1703327149982,98,1,99,Medio,Basico,1,0,Web,Lunes,21,4851,1
9094,2023-02-06,40,Otro,Centro,Soltero,863775.0079720707,-80835.63479648827,2474327.092014048,655.3655220045719,83,10,176,Alto,Basico,3,0,Web,Martes,17,9530,0
9094,2023-02-06,40,Otro,Centro,Soltero,863775.0079720707,-80835.63479648827,2474327.092014048,655.3655220045719,83,10,176,Alto,Basico,3,0,Web,Martes,17,9530,0
9107,2019-03-06,78,Femenino,Centro,Soltero,1195606.041083175,451525.360370037,2853076.552953217,747.9768552956405,93,17,170,Bajo,Premium,1,0,Tienda,Lunes,6,8505,1
9107,2019-03-06,78,Femenino,Centro,Soltero,1195606.041083175,451525.360370037,2853076.552953217,747.9768552956405,93,17,170,Bajo,Premium,1,0,Tienda,Lunes,6,8505,1
9121,2021-04-12,53,Femenino,Centro,Divorciado,968867.9542812876,616683.3214782567,1815430.0181274733,589.6511185522764,74,12,57,Bajo,Estandar,2,0,Web,Lunes,15,8494,1
9121,2021-04-12,53,Femenino,Centro,Divorciado,968867.9542812876,616683.3214782567,1815430.0181274733,589.6511185522764,74,12,57,Bajo,Estandar,2,0,Web,Lunes,15,8494,1
9138,2022-03-05,31,Otro,Norte,Divorciado,1025118.1286571886,231342.35043545807,1936090.836482823,649.5349604224441,93,10,262,Medio,Premium,5,1,Web,Viernes,2,3489,1
9138,2022-03-05,31,Otro,Norte,Divorciado,1025118.1286571886,231342.35043545807,1936090.836482823,649.5349604224441,93,10,262,Medio,Premium,5,1,Web,Viernes,2,3489,1
9153,2019-08-16,21,Otro,Norte,Divorciado,1051808.2845543092,334561.908698926,1423864.1248351038,628.8491609835575,116,11,90,Bajo,Basico,3,0,Tienda,Lunes,22,7411,0
9153,2019-08-16,21,Otro,Norte,Divorciado,1051808.2845543092,334561.908698926,1423864.1248351038,628.8491609835575,116,11,90,Bajo,Basico,3,0,Tienda,Lunes,22,7411,0
9164,2018-11-23,32,Otro,Sur,Casado,1020800.6313196569,443603.8611461408,1833586.212289121,359.8960820209428,102,9,74,Alto,Basico,5,1,Tienda,Martes,0,1874,1
9164,2018-11-23,32,Otro,Sur,Casado,1020800.6313196569,443603.8611461408,1833586.212289121,359.8960820209428,102,9,74,Alto,Basico,5,1,Tienda,Martes,0,1874,1
9254,2018-07-21,55,Masculino,Sur,Casado,491192.9595178677,487915.5816110671,3146904.6290769503,446.58268216794886,71,9,279,Bajo,Premium,3,0,Tienda,Miercoles,17,9354,0
9254,2018-07-21,55,Masculino,Sur,Casado,491192.9595178677,487915.5816110671,3146904.6290769503,446.58268216794886,71,9,279,Bajo,Premium,3,0,Tienda,Miercoles,17,9354,0
9313,2021-11-17,54,Masculino,Norte,Casado,953050.5536709112,260574.18018925923,1540046.0083872168,710.6194342521991,16,1,88,Medio,Premium,3,1,Web,Jueves,2,6953,0
9313,2021-11-17,54,Masculino,Norte,Casado,953050.5536709112,260574.18018925923,1540046.0083872168,710.6194342521991,16,1,88,Medio,Premium,3,1,Web,Jueves,2,6953,0
9394,2023-05-26,52,Otro,Norte,Soltero,769364.8557470738,561092.8990408765,1623738.69457937,608.2942831593684,98,13,191,Bajo,Basico,2,1,Tienda,Miercoles,20,1715,0
9394,2023-05-26,52,Otro,Norte,Soltero,769364.8557470738,561092.8990408765,1623738.69457937,608.2942831593684,98,13,191,Bajo,Basico,2,1,Tienda,Miercoles,20,1715,0
9417,2019-02-24,73,Otro,Sur,Divorciado,1033276.554924294,578589.788760032,3471283.9128129142,551.7068322219397,82,17,97,Medio,Basico,5,0,Tienda,Domingo,0,2111,1
9417,2019-02-24,73,Otro,Sur,Divorciado,1033276.554924294,578589.788760032,3471283.9128129142,551.7068322219397,82,17,97,Medio,Basico,5,0,Tienda,Domingo,0,2111,1
9485,2023-06-01,38,Otro,Centro,Divorciado,3558278.3581964253,510358.860558665,1973349.2509070851,622.5305576842883,85,12,269,Medio,Premium,2,0,Tienda,Martes,0,3326,0
9485,2023-06-01,38,Otro,Centro,Divorciado,3558278.3581964253,510358.860558665,1973349.2509070851,622.5305576842883,85,12,269,Medio,Premium,2,0,Tienda,Martes,0,3326,0
9604,2022-12-04,29,Otro,Sur,Divorciado,899419.9957388351,572896.897264375,2249000.417928989,609.3908574518208,9,18,14,Medio,Basico,1,1,Web,Viernes,23,1597,0
9604,2022-12-04,29,Otro,Sur,Divorciado,899419.9957388351,572896.897264375,2249000.417928989,609.3908574518208,9,18,14,Medio,Basico,1,1,Web,Viernes,23,1597,0
9681,2021-07-22,47,Femenino,Norte,Casado,891080.1557583722,406439.2587153443,1228215.4508278156,600.4276163977265,101,12,328,Alto,Estandar,5,0,App,Sabado,9,6444,1
9681,2021-07-22,47,Femenino,Norte,Casado,891080.1557583722,406439.2587153443,1228215.4508278156,600.4276163977265,101,12,328,Alto,Estandar,5,0,App,Sabado,9,6444,1
9751,2020-05-31,33,Masculino,Centro,Casado,793393.0411722163,585776.7306243691,4738819.031262862,472.84847210366047,26,18,12,Medio,Estandar,1,1,App,Martes,9,9321,0
9751,2020-05-31,33,Masculino,Centro,Casado,793393.0411722163,585776.7306243691,4738819.031262862,472.84847210366047,26,18,12,Medio,Estandar,1,1,App,Martes,9,9321,0
9767,2020-09-06,41,Masculino,Sur,Casado,630428.9597152707,414922.9356024759,1426250.2495111804,727.5708572103118,108,19,72,Bajo,Premium,1,0,App,Domingo,21,1014,0
9767,2020-09-06,41,Masculino,Sur,Casado,630428.9597152707,414922.9356024759,1426250.2495111804,727.5708572103118,108,19,72,Bajo,Premium,1,0,App,Domingo,21,1014,0
9796,2019-05-15,47,Femenino,Norte,Divorciado,888327.8731704083,279201.3756797554,1752670.562813426,583.1844652346875,81,5,8,Medio,Basico,2,1,App,Sabado,1,1683,1
9796,2019-05-15,47,Femenino,Norte,Divorciado,888327.8731704083,279201.3756797554,1752670.562813426,583.1844652346875,81,5,8,Medio,Basico,2,1,App,Sabado,1,1683,1
9909,2023-03-22,19,Otro,Sur,Casado,951974.3074931896,610798.0300293319,3104526.395481988,466.2862372255636,24,2,261,Medio,Basico,2,0,App,Martes,21,7538,1
9909,2023-03-22,19,Otro,Sur,Casado,951974.3074931896,610798.0300293319,3104526.395481988,466.2862372255636,24,2,261,Medio,Basico,2,0,App,Martes,21,7538,1
9947,2023-01-03,74,Femenino,Norte,Divorciado,4287698.025944175,242508.74658837463,312393.43415664136,651.348376919449,88,14,116,Medio,Estandar,5,0,Web,Martes,9,9329,0
9947,2023-01-03,74,Femenino,Norte,Divorciado,4287698.025944175,242508.74658837463,312393.43415664136,651.348376919449,88,14,116,Medio,Estandar,5,0,Web,Martes,9,9329,0
9950,2018-04-28,65,Otro,Sur,Divorciado,930325.2560016064,219849.27912446263,2976570.803196718,521.7872278074019,94,2,67,Bajo,Basico,3,1,Web,Domingo,7,5225,0
9950,2018-04-28,65,Otro,Sur,Divorciado,930325.2560016064,219849.27912446263,2976570.803196718,521.7872278074019,94,2,67,Bajo,Basico,3,1,Web,Domingo,7,5225,0
9964,2021-09-30,66,Masculino,Sur,Casado,1282302.1984974886,70707.74633672344,717234.0632256006,530.3277551823544,72,5,252,Bajo,Estandar,4,1,App,Lunes,6,3210,0
9964,2021-09-30,66,Masculino,Sur,Casado,1282302.1984974886,70707.74633672344,717234.0632256006,530.3277551823544,72,5,252,Bajo,Estandar,4,1,App,Lunes,6,3210,0
10004,2021-03-10,72,Femenino,Sur,Divorciado,517757.6584554468,261635.37855583176,903511.0724761876,583.0641220444895,58,14,340,Alto,Premium,2,0,App,Jueves,14,9776,0
10004,2021-03-10,72,Femenino,Sur,Divorciado,517757.6584554468,261635.37855583176,903511.0724761876,583.0641220444895,58,14,340,Alto,Premium,2,0,App,Jueves,14,9776,0
10008,2022-12-10,70,Femenino,Norte,Casado,291906.29792737303,383268.7058730815,1049919.7372221712,461.0689310292162,26,2,278,Alto,Estandar,2,1,Web,Martes,2,2590,1
10008,2022-12-10,70,Femenino,Norte,Casado,291906.29792737303,383268.7058730815,1049919.7372221712,461.0689310292162,26,2,278,Alto,Estandar,2,1,Web,Martes,2,2590,1
10083,2019-12-17,43,Masculino,Sur,Soltero,596499.2654677818,59291.91336662398,3646348.7672856776,694.0040103465628,56,4,48,Bajo,Estandar,5,1,Web,Miercoles,8,5617,0
10083,2019-12-17,43,Masculino,Sur,Soltero,596499.2654677818,59291.91336662398,3646348.7672856776,694.0040103465628,56,4,48,Bajo,Estandar,5,1,Web,Miercoles,8,5617,0
10114,2018-06-28,42,Otro,Sur,Soltero,560445.2172084199,422204.8494162245,1658335.9134311725,,69,1,115,Bajo,Estandar,1,0,Web,Martes,10,8283,0
10114,2018-06-28,42,Otro,Sur,Soltero,560445.2172084199,422204.8494162245,1658335.9134311725,,69,1,115,Bajo,Estandar,1,0,Web,Martes,10,8283,0
10210,2018-03-12,73,Femenino,Centro,Soltero,750563.8335233922,498073.6627714455,1461311.587472302,519.4622971426911,82,4,105,Alto,Estandar,4,1,App,Miercoles,2,8665,0
10210,2018-03-12,73,Femenino,Centro,Soltero,750563.8335233922,498073.6627714455,1461311.587472302,519.4622971426911,82,4,105,Alto,Estandar,4,1,App,Miercoles,2,8665,0
10234,2018-09-05,24,Otro,Norte,Soltero,867469.008727662,316103.4003900429,2288017.339380174,567.5380384075506,20,2,278,Alto,Premium,1,1,Web,Miercoles,7,4093,0
10234,2018-09-05,24,Otro,Norte,Soltero,867469.008727662,316103.4003900429,2288017.339380174,567.5380384075506,20,2,278,Alto,Premium,1,1,Web,Miercoles,7,4093,0
10343,2022-02-14,30,Masculino,Centro,Casado,810619.0923638016,,1968042.7702365,594.2042389428981,78,19,345,Bajo,Estandar,3,1,App,Domingo,13,4232,1
10343,2022-02-14,30,Masculino,Centro,Casado,810619.0923638016,,1968042.7702365,594.2042389428981,78,19,345,Bajo,Estandar,3,1,App,Domingo,13,4232,1
10354,2020-03-04,38,Femenino,Sur,Casado,823792.241746679,479001.36984318047,2231259.10343764,738.127913754701,8,19,3,Alto,Basico,3,1,App,Martes,9,5787,1
10354,2020-03-04,38,Femenino,Sur,Casado,823792.241746679,479001.36984318047,2231259.10343764,738.127913754701,8,19,3,Alto,Basico,3,1,App,Martes,9,5787,1
10401,2023-01-17,52,Masculino,Sur,Soltero,,178494.36741728164,1336433.9453988776,373.0898864114322,89,17,312,Alto,Premium,5,0,Web,Miercoles,1,3376,1
10401,2023-01-17,52,Masculino,Sur,Soltero,,178494.36741728164,1336433.9453988776,373.0898864114322,89,17,312,Alto,Premium,5,0,Web,Miercoles,1,3376,1
10413,2022-02-02,18,Femenino,Sur,Soltero,700551.2427493645,437998.9544437588,1682306.849955127,519.7360938314099,59,11,96,Bajo,Estandar,2,1,App,Jueves,8,2321,0
10413,2022-02-02,18,Femenino,Sur,Soltero,700551.2427493645,437998.9544437588,1682306.849955127,519.7360938314099,59,11,96,Bajo,Estandar,2,1,App,Jueves,8,2321,0
10447,2020-11-03,60,Masculino,Centro,Divorciado,820841.1782560011,,2880288.884294132,683.9188047661947,20,1,1,Medio,Premium,2,0,Tienda,Sabado,14,1267,0
10447,2020-11-03,60,Masculino,Centro,Divorciado,820841.1782560011,,2880288.884294132,683.9188047661947,20,1,1,Medio,Premium,2,0,Tienda,Sabado,14,1267,0
10506,2019-09-22,39,Otro,Centro,Casado,687038.1189202594,390075.51287976943,3285391.958911978,,103,1,205,Alto,Estandar,2,0,Tienda,Miercoles,0,7229,0
10506,2019-09-22,39,Otro,Centro,Casado,687038.1189202594,390075.51287976943,3285391.958911978,,103,1,205,Alto,Estandar,2,0,Tienda,Miercoles,0,7229,0
10530,2023-03-18,54,Otro,Centro,Divorciado,877511.0025917522,96738.33372676565,695555.3792425529,675.6920121573161,76,10,65,Alto,Basico,2,1,Tienda,Domingo,7,8014,0
10530,2023-03-18,54,Otro,Centro,Divorciado,877511.0025917522,96738.33372676565,695555.3792425529,675.6920121573161,76,10,65,Alto,Basico,2,1,Tienda,Domingo,7,8014,0
10664,2022-03-02,45,Otro,Centro,Casado,446979.2746961652,479767.6365791431,2535196.2141567464,636.1539367990073,15,8,76,Alto,Premium,3,1,Tienda,Jueves,23,1040,0
10664,2022-03-02,45,Otro,Centro,Casado,446979.2746961652,479767.6365791431,2535196.2141567464,636.1539367990073,15,8,76,Alto,Premium,3,1,Tienda,Jueves,23,1040,0
10729,2021-05-01,50,Femenino,Norte,Soltero,,804837.8300131136,2212091.9913669545,585.4410460541912,92,15,112,Bajo,Premium,5,0,Tienda,Miercoles,6,2322,1
10729,2021-05-01,50,Femenino,Norte,Soltero,,804837.8300131136,2212091.9913669545,585.4410460541912,92,15,112,Bajo,Premium,5,0,Tienda,Miercoles,6,2322,1
10742,2020-06-03,26,Femenino,Sur,Soltero,858989.5458751222,761519.0615347277,2458420.1044142265,768.6211545100426,56,6,172,Bajo,Estandar,2,1,Web,Sabado,18,4663,0
10742,2020-06-03,26,Femenino,Sur,Soltero,858989.5458751222,761519.0615347277,2458420.1044142265,768.6211545100426,56,6,172,Bajo,Estandar,2,1,Web,Sabado,18,4663,0
10839,2021-06-29,78,Otro,Norte,Soltero,787245.4318720076,537090.6962566893,3600996.121451703,651.172139832694,103,18,171,Alto,Basico,3,0,Tienda,Sabado,14,4266,1
10839,2021-06-29,78,Otro,Norte,Soltero,787245.4318720076,537090.6962566893,3600996.121451703,651.172139832694,103,18,171,Alto,Basico,3,0,Tienda,Sabado,14,4266,1
10848,2020-03-13,61,Femenino,Norte,Casado,1077445.3666805546,532409.2848676653,2170277.925707504,415.6792101349396,97,16,125,Medio,Basico,2,0,Tienda,Jueves,20,8808,1
10848,2020-03-13,61,Femenino,Norte,Casado,1077445.3666805546,532409.2848676653,2170277.925707504,415.6792101349396,97,16,125,Medio,Basico,2,0,Tienda,Jueves,20,8808,1
10865,2018-02-08,33,Femenino,Sur,Divorciado,742674.4938092389,503940.3522527657,1731274.4539593211,572.6660647842596,12,5,154,Medio,Basico,2,1,App,Martes,6,3746,0
10865,2018-02-08,33,Femenino,Sur,Divorciado,742674.4938092389,503940.3522527657,1731274.4539593211,572.6660647842596,12,5,154,Medio,Basico,2,1,App,Martes,6,3746,0
10870,2018-08-25,68,Masculino,Centro,Soltero,721994.9419105985,,392973.8152180999,394.7571388232116,81,8,312,Alto,Estandar,5,1,Web,Miercoles,1,7534,0
10870,2018-08-25,68,Masculino,Centro,Soltero,721994.9419105985,,392973.8152180999,394.7571388232116,81,8,312,Alto,Estandar,5,1,Web,Miercoles,1,7534,0
10873,2022-09-02,40,Masculino,Sur,Soltero,767450.1684846071,234327.84955652847,1604736.3322352355,663.7847081379696,28,12,152,Alto,Estandar,4,1,Tienda,Viernes,22,4793,0
10873,2022-09-02,40,Masculino,Sur,Soltero,767450.1684846071,234327.84955652847,1604736.3322352355,663.7847081379696,28,12,152,Alto,Estandar,4,1,Tienda,Viernes,22,4793,0
10940,2019-02-08,62,Otro,Centro,Casado,720681.3977488233,119439.32889523164,3756659.4233895857,476.3444948075722,115,19,200,Alto,Basico,1,1,App,Miercoles,21,8284,0
10940,2019-02-08,62,Otro,Centro,Casado,720681.3977488233,119439.32889523164,3756659.4233895857,476.3444948075722,115,19,200,Alto,Basico,1,1,App,Miercoles,21,8284,0
10963,2022-09-27,49,Masculino,Sur,Soltero,416828.1882759235,420814.464656821,2287977.2691816767,499.0142471302819,116,9,247,Medio,Premium,1,0,App,Domingo,17,1035,0
10963,2022-09-27,49,Masculino,Sur,Soltero,416828.1882759235,420814.464656821,2287977.2691816767,499.0142471302819,116,9,247,Medio,Premium,1,0,App,Domingo,17,1035,0
10970,2022-10-09,58,Femenino,Sur,Divorciado,401104.07501225406,395249.0426179849,744713.5139122657,545.4069791659725,12,5,238,Bajo,Estandar,2,0,Web,Jueves,17,2766,1
10970,2022-10-09,58,Femenino,Sur,Divorciado,401104.07501225406,395249.0426179849,744713.5139122657,545.4069791659725,12,5,238,Bajo,Estandar,2,0,Web,Jueves,17,2766,1
10985,2019-08-20,46,Femenino,Norte,Divorciado,1201508.5131318695,503268.2343579357,1237231.271131155,613.2853624541544,4,15,41,Alto,Estandar,5,1,Web,Lunes,21,3397,0
10985,2019-08-20,46,Femenino,Norte,Divorciado,1201508.5131318695,503268.2343579357,1237231.271131155,613.2853624541544,4,15,41,Alto,Estandar,5,1,Web,Lunes,21,3397,0
10986,2022-04-28,77,Otro,Centro,Casado,690604.4208711548,389100.6210671949,2038407.464920146,555.7442424206256,56,17,44,Bajo,Estandar,1,1,Web,Viernes,1,9960,0
10986,2022-04-28,77,Otro,Centro,Casado,690604.4208711548,389100.6210671949,2038407.464920146,555.7442424206256,56,17,44,Bajo,Estandar,1,1,Web,Viernes,1,9960,0
11022,2021-02-06,34,Masculino,Sur,Soltero,1135996.817825654,82447.59461812524,4178879.9206956658,525.7743284746342,12,5,253,Medio,Premium,4,1,Tienda,Lunes,15,5643,1
11022,2021-02-06,34,Masculino,Sur,Soltero,1135996.817825654,82447.59461812524,4178879.9206956658,525.7743284746342,12,5,253,Medio,Premium,4,1,Tienda,Lunes,15,5643,1
11041,2021-02-20,79,Masculino,Norte,Divorciado,812004.7393857406,478308.2015545736,2111318.138814221,583.4396576765915,94,12,152,Bajo,Premium,2,0,Tienda,Martes,20,9579,1
11041,2021-02-20,79,Masculino,Norte,Divorciado,812004.7393857406,478308.2015545736,2111318.138814221,583.4396576765915,94,12,152,Bajo,Premium,2,0,Tienda,Martes,20,9579,1
11076,2022-02-22,32,Femenino,Sur,Divorciado,1014317.2814528728,,2189076.4284816277,788.8454426530236,70,19,295,Medio,Basico,2,0,Web,Miercoles,10,3858,0
11076,2022-02-22,32,Femenino,Sur,Divorciado,1014317.2814528728,,2189076.4284816277,788.8454426530236,70,19,295,Medio,Basico,2,0,Web,Miercoles,10,3858,0
11083,2019-07-16,68,Femenino,Sur,Casado,1025786.9813001011,278965.1724113906,3163427.522477376,795.7886927622035,46,5,197,Medio,Estandar,4,0,App,Miercoles,7,1001,0
11083,2019-07-16,68,Femenino,Sur,Casado,1025786.9813001011,278965.1724113906,3163427.522477376,795.7886927622035,46,5,197,Medio,Estandar,4,0,App,Miercoles,7,1001,0
11143,2022-03-09,36,Femenino,Sur,Divorciado,498774.3347248358,569364.7616943636,1439873.341412663,555.9507658575653,72,7,134,Alto,Basico,3,0,App,Miercoles,2,8428,0
11143,2022-03-09,36,Femenino,Sur,Divorciado,498774.3347248358,569364.7616943636,1439873.341412663,555.9507658575653,72,7,134,Alto,Basico,3,0,App,Miercoles,2,8428,0
11168,2021-12-01,27,Otro,Norte,Soltero,703346.6421092517,461747.1289876053,1843698.427340091,394.6962046897125,36,3,50,Bajo,Basico,1,0,Tienda,Sabado,7,4824,0
11168,2021-12-01,27,Otro,Norte,Soltero,703346.6421092517,461747.1289876053,1843698.427340091,394.6962046897125,36,3,50,Bajo,Basico,1,0,Tienda,Sabado,7,4824,0
11172,2019-03-02,77,Otro,Sur,Soltero,936971.9541232892,394846.8947328768,1703081.466672819,458.8200655350282,39,3,290,Medio,Estandar,1,1,App,Viernes,19,7165,1
11172,2019-03-02,77,Otro,Sur,Soltero,936971.9541232892,394846.8947328768,1703081.466672819,458.8200655350282,39,3,290,Medio,Estandar,1,1,App,Viernes,19,7165,1
11202,2021-08-08,22,Masculino,Sur,Casado,731269.2966536272,,1298566.395992003,627.3361085517712,64,14,298,Medio,Basico,4,0,Web,Lunes,0,1369,1
11202,2021-08-08,22,Masculino,Sur,Casado,731269.2966536272,,1298566.395992003,627.3361085517712,64,14,298,Medio,Basico,4,0,Web,Lunes,0,1369,1
11278,2023-06-12,25,Masculino,Norte,Soltero,684460.1680494888,518605.7784811925,2089144.5976163708,466.5006060409263,49,12,125,Medio,Estandar,5,1,Tienda,Lunes,5,1564,1
11278,2023-06-12,25,Masculino,Norte,Soltero,684460.1680494888,518605.7784811925,2089144.5976163708,466.5006060409263,49,12,125,Medio,Estandar,5,1,Tienda,Lunes,5,1564,1
11354,2020-11-23,57,Femenino,Norte,Soltero,,297838.3937438732,2061578.0158495249,694.1336771944386,30,10,257,Medio,Basico,2,1,Web,Miercoles,11,5441,1
11354,2020-11-23,57,Femenino,Norte,Soltero,,297838.3937438732,2061578.0158495249,694.1336771944386,30,10,257,Medio,Basico,2,1,Web,Miercoles,11,5441,1
11366,2018-08-31,69,Femenino,Centro,Soltero,879159.944889427,301284.2679551908,2867222.062086298,403.12951631106864,114,7,198,Medio,Estandar,1,0,App,Domingo,10,6340,0
11366,2018-08-31,69,Femenino,Centro,Soltero,879159.944889427,301284.2679551908,2867222.062086298,403.12951631106864,114,7,198,Medio,Estandar,1,0,App,Domingo,10,6340,0
11477,2023-05-17,36,Otro,Norte,Divorciado,294728.3880623845,441625.4831651234,1798036.510639271,711.5265569711356,113,19,202,Bajo,Estandar,1,1,Web,Martes,22,8598,1
11477,2023-05-17,36,Otro,Norte,Divorciado,294728.3880623845,441625.4831651234,1798036.510639271,711.5265569711356,113,19,202,Bajo,Estandar,1,1,Web,Martes,22,8598,1
11508,2018-11-07,46,Masculino,Norte,Soltero,992395.9860481686,570219.988597986,3317758.724711209,671.0678924889162,109,11,25,Medio,Basico,4,0,Tienda,Viernes,22,5577,1
11508,2018-11-07,46,Masculino,Norte,Soltero,992395.9860481686,570219.988597986,3317758.724711209,671.0678924889162,109,11,25,Medio,Basico,4,0,Tienda,Viernes,22,5577,1
11549,2019-01-12,44,Femenino,Centro,Casado,811799.0232287282,296690.5906621297,1805523.3634658684,361.7170776840189,49,9,164,Alto,Basico,4,1,App,Domingo,13,2542,1
11549,2019-01-12,44,Femenino,Centro,Casado,811799.0232287282,296690.5906621297,1805523.3634658684,361.7170776840189,49,9,164,Alto,Basico,4,1,App,Domingo,13,2542,1
11567,2020-06-29,38,Masculino,Sur,Soltero,1185013.5602929995,569950.0182878673,368281.6978186609,577.8487538504233,46,8,263,Alto,Basico,4,0,Tienda,Miercoles,11,2483,1
11567,2020-06-29,38,Masculino,Sur,Soltero,1185013.5602929995,569950.0182878673,368281.6978186609,577.8487538504233,46,8,263,Alto,Basico,4,0,Tienda,Miercoles,11,2483,1
11608,2018-11-24,64,Masculino,Norte,Soltero,628622.4943631329,519969.0243801964,1892523.233701128,602.313630023113,64,14,2,Medio,Estandar,5,0,App,Lunes,10,5654,0
11608,2018-11-24,64,Masculino,Norte,Soltero,628622.4943631329,519969.0243801964,1892523.233701128,602.313630023113,64,14,2,Medio,Estandar,5,0,App,Lunes,10,5654,0
11621,2021-12-31,35,Otro,Norte,Casado,602530.7546307481,518952.2030536368,3197035.055326673,,35,10,145,Medio,Premium,5,1,Tienda,Jueves,15,4188,1
11621,2021-12-31,35,Otro,Norte,Casado,602530.7546307481,518952.2030536368,3197035.055326673,,35,10,145,Medio,Premium,5,1,Tienda,Jueves,15,4188,1
11631,2018-07-20,73,Masculino,Norte,Casado,581621.8174466623,552262.9736851932,480438.8204520952,546.6187016851292,51,9,139,Bajo,Premium,4,0,Web,Domingo,3,4578,0
